ref_code,base_y,base_x,offsets
W7A/NM-011,13162,-29738,0:0 1:0
W7A/NM-012,13373,-29568,-1:0 0:-2 0:-1 0:0 1:-2 1:-1
W7A/NM-013,13703,-29349,-4:-1 -3:-1 -3:0 -3:3 -2:-1 -2:0 -2:1 -2:2 -2:3 -2:4 -1:0 -1:1 -1:2 -1:3 -1:4 0:0 0:1 0:2 0:3 0:4 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:0 2:1 2:2 2:4 3:-1 3:0 3:1 3:2 4:-1 4:0 4:1 4:2
W7A/NM-014,13110,-29724,0:0 1:0 3:-1
W7A/NM-015,13482,-29558,-4:-1 -4:0 -4:1 -4:2 -3:-1 -3:0 -3:1 -3:2 -3:3 -2:-3 -2:-1 -2:0 -2:1 -2:2 -2:3 -2:4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-3 2:-2 2:-1 2:0 2:1 2:2 2:3 2:4 3:-3 3:-2 3:-1 3:0 3:1 3:3 3:4 4:-2 4:-1
W7A/NM-016,13262,-29684,-1:0 0:0 0:1 3:2
W7A/NM-017,13390,-29550,-5:0 -4:0 -4:1 -4:2 -3:-1 -3:0 -3:1 -3:2 -3:3 -2:-2 -2:-1 -2:0 -2:1 -2:2 -2:3 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 2:-3 2:-2 2:-1 2:0 2:1 2:2 2:3 3:-3 3:-2 3:-1 3:0 3:1 3:2 3:3 4:-2 4:-1 4:0 4:1 4:2
W7A/NM-020,13397,-29636,-3:1 -2:1 -2:2 -1:1 -1:2 -1:3 -1:4 0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 1:4 2:1 2:2 2:3 3:1 3:3 4:1 4:2
W7A/NM-021,13203,-29646,-1:1 0:0 0:2 1:0 2:0 2:1 3:0
W7A/NM-022,13156,-29608,0:0 1:-2 1:-1 1:0 1:1 2:-2 2:-1 3:-2 3:1 4:1 4:2
W7A/NM-023,13071,-29561,-2:-2 -2:-1 -1:-2 -1:-1 -1:0 0:-2 0:-1 0:0 1:-2 1:-1 2:-1
W7A/NM-024,13691,-29378,-5:-1 -5:0 -4:-1 -4:0 -4:1 -3:-1 -3:0 -3:1 -3:2 -2:0 -2:1 -2:2 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-1 0:0 0:1 0:2 0:3 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-2 2:-1 2:0 2:1 2:2 2:3 3:-2 3:-1 3:0 3:1 3:2 3:3 4:-2 4:-1 4:0 4:1
W7A/NM-025,13436,-29549,-4:0 -4:1 -3:-1 -3:0 -3:1 -3:2 -2:-1 -2:0 -2:1 -2:2 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-1 0:0 0:1 0:2 1:-2 1:-1 1:0 1:1 1:2 2:-3 2:-2 2:-1 2:0 2:1 2:2 3:-2 3:-1 3:0 3:1 4:-2 4:-1
W7A/NM-027,13521,-29481,-1:-3 -1:-2 -1:-1 -1:0 0:-3 0:-2 0:-1 0:0 1:-2
W7A/NM-028,13314,-29549,-4:-1 -4:0 -3:-1 -3:0 -3:1 -3:2 -2:-2 -2:-1 -2:0 -2:1 -2:2 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:-2 1:-1 1:0 1:1 1:2 2:-2 2:-1 2:0 2:1 2:2 3:-1 3:0 3:1 3:2
W7A/NM-030,13581,-29685,-1:-1 -1:0 0:0
W7A/NM-031,13276,-29691,-3:1 -2:-3 -2:0 -2:1 -1:-2 -1:-1 -1:0 -1:1 0:-2 0:-1 0:0 0:1 1:1
W7A/NM-032,13513,-29430,0:-1 0:0 0:1 1:0
W7A/NM-033,13487,-29418,-1:0 -1:1 0:-1 0:0 0:1 0:2 1:-1 1:0
W7A/NM-034,13260,-29699,-3:2 -3:3 -2:1 -1:0 0:0 1:-1 1:0 2:-1 2:0 3:-2 3:-1 3:0 4:-2 4:-1
W7A/NM-035,13627,-29587,-4:-2 -4:-1 -4:0 -4:1 -4:2 -3:-3 -3:-2 -3:-1 -3:0 -3:1 -3:2 -3:3 -2:-3 -2:-2 -2:-1 -2:0 -2:1 -2:2 -2:3 -2:4 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-3 2:-2 2:-1 2:0 2:1 2:2 2:3 2:4 3:-3 3:-2 3:-1 3:0 3:1 3:2 3:3 4:-2 4:-1 4:0 4:1 4:2 5:0
W7A/NM-036,13097,-29549,-1:0 -1:2 0:0 0:1 0:2 0:3 0:4 1:0 1:3
W7A/NM-037,13503,-29543,-1:0 -1:1 0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3
W7A/NM-038,13544,-29525,0:0
W7A/NM-039,13551,-29461,-4:0 -3:0 -2:0 -1:-1 -1:0 0:-1 0:0 1:-1 1:0 2:-1
W7A/NM-040,13075,-29629,-3:2 -2:1 -1:1 0:0
W7A/NM-043,13671,-29396,-2:2 -2:3 -1:0 -1:1 0:0 0:1 1:1
W7A/NM-044,13539,-29513,-2:1 -2:2 -1:0 -1:1 0:0 0:1 1:0
W7A/NM-045,13602,-29600,-1:0 0:0 0:1
W7A/PE-001,11995,-28866,-1:0 0:0
W7A/PE-002,11997,-28825,-1:0 0:-1 0:0 0:1 1:0 4:-3
W7A/PE-003,12025,-28859,0:0 1:0 2:0
W7A/PE-004,12034,-28841,-2:0 -1:0 0:0 1:0
W7A/PE-005,11991,-28875,-3:1 -1:-1 -1:0 0:-1 0:0
W7A/PE-006,11773,-29060,0:0 1:0 1:1 2:2
W7A/PE-008,11769,-28853,-1:0 0:0 1:0
W7A/PE-009,11987,-28880,0:0 1:3 1:4 2:3 3:3
W7A/PE-010,11853,-29046,0:0
W7A/PE-012,11787,-28847,-1:0 0:-2 0:0 1:0 4:1
W7A/PE-013,11993,-28883,0:0
W7A/PE-014,11812,-28836,0:0 1:1
W7A/PN-001,12056,-28842,-4:-2 -3:-2 -1:1 0:0
W7A/PN-002,12147,-28774,0:0 1:-1 1:0 2:0
W7A/PN-003,12157,-28782,-1:1 0:0 0:1 1:0 1:1 1:2 2:2 3:0
W7A/PN-004,12393,-28954,-3:0 -1:-2 -1:0 0:0
W7A/PN-005,12382,-28951,0:0 1:0
W7A/SC-001,11733,-28866,0:0 4:-1 4:0 5:0 5:1
W7A/SC-002,11612,-28835,0:0 1:-1
W7A/SC-003,11642,-28840,-1:0 0:0 1:-1 1:0 2:0 4:-3
W7A/SC-004,11633,-28842,0:0 0:1 1:1
W7A/SC-005,11733,-28769,-3:1 -1:0 0:0
W7A/SC-007,11641,-28945,-4:0 0:0 1:0
W7A/SC-008,11669,-28835,-2:-2 -1:-1 0:0
W7A/SC-009,11738,-28770,-4:1 -1:-2 0:0
W7A/SC-010,11653,-28775,-4:-1 -4:1 -3:-1 -3:0 -1:1 -1:2 0:-1 0:0
W7A/SC-011,11647,-28834,-3:1 -2:0 -1:0 0:0
W7A/SC-012,11660,-28787,-2:3 -1:0 0:-1 0:0
W7A/SC-013,11741,-28774,0:0 1:0
W7A/SC-014,11669,-28795,0:0
W7A/SC-016,11647,-28940,-2:-3 0:-4 0:-3 0:0 1:0
W7A/SC-017,11679,-28897,-2:1 -1:0 0:0
W7A/SM-001,12996,-29661,-4:-2 -3:-3 -2:-3 -2:-2 0:-1 0:0
W7A/SM-002,13006,-29654,0:0
W7A/SM-003,12952,-29674,-2:0 -1:1 0:0 1:0
W7A/SM-004,12916,-29651,0:0 0:1
W7A/SM-006,12877,-29650,0:0 3:2
W7A/SM-007,12927,-29664,0:0 2:1
W7A/SM-009,12935,-29652,0:0
W7A/SM-011,12928,-29517,0:0 3:1
W7A/SM-013,12897,-29545,-2:1 -2:2 -1:0 0:0 0:1 1:0 2:0 3:-1 3:0
W7A/SM-016,12992,-29524,0:0
W7A/YV-001,12746,-29283,0:0 0:1 1:0 1:1
W7A/YV-002,12828,-29311,-1:0 0:0 1:0
W7A/YV-003,12851,-29216,-2:0 -1:0 0:0 1:1 2:1 3:1 4:2
W7A/YV-004,12944,-29505,-2:0 0:-1 0:0 1:-1 1:0
W7A/YV-005,12940,-29456,-1:-1 0:-1 0:0 1:-1
W7A/YV-006,12899,-29411,0:0 1:1
W7A/YV-007,12930,-29421,-4:-2 -4:-1 -3:-3 -3:-2 -3:-1 -2:-2 -2:-1 -1:-2 -1:-1 0:-2 0:-1 0:0 1:-2 1:-1 1:0 1:1 1:2 2:-1 2:3 3:1
W7A/YV-008,12649,-29250,0:-1 0:0 1:-3 1:-2 1:-1 1:0 2:-4 2:-3 2:-2 2:-1 2:0 3:-1
W7A/YV-009,13048,-29360,-1:-1 -1:0 0:0
W7A/YV-010,12943,-29410,0:0 0:2 0:3 1:-1 1:0 1:1 1:2 1:3 2:-3 2:-2 2:-1 2:0 2:1 2:2 2:3 3:-3 3:-2 3:-1 3:0 3:2 3:3 4:-3 4:-2 4:-1 4:0 4:1 5:-2 5:-1 5:0 5:1
W7A/YV-011,12818,-29317,0:0 0:1
W7A/YV-012,12680,-29274,-1:0 0:0 0:1 0:2 0:3
W7A/YV-013,12780,-29255,-3:-1 -3:1 -2:0 -2:1 -1:0 0:-1 0:0 3:1 4:0
W7A/YV-014,12831,-29194,-3:3 -2:1 -2:2 -1:0 -1:1 -1:2 0:-1 0:0 0:1 1:0
W7A/YV-015,12814,-29314,-1:-2 -1:-1 0:-1 0:0 3:-3
W7A/YV-016,12663,-29236,0:-1 0:0 0:1 1:0
W7A/YV-017,12943,-29164,-1:1 -1:2 0:0 0:1 0:2 0:3 0:4 1:-1 1:0 1:1 1:2 1:3 2:-3 2:-2 2:-1 2:0 2:1 2:2 2:3 3:-3 3:-2 3:-1 3:0 3:2 3:3 4:-2
W7A/YV-018,12970,-29393,-1:0 0:0 1:-2
W7A/YV-020,13078,-29453,-1:-1 0:-1 0:0 0:1 1:0 1:1 1:3 2:0 2:1 2:2 2:3
W7A/YV-021,12941,-29126,-1:1 0:-4 0:0 1:-1 1:0 2:-2
W7A/YV-022,13042,-29454,-2:-2 -2:-1 -2:0 -1:-3 -1:-2 -1:-1 -1:0 0:-3 0:-2 0:-1 0:0 0:1 1:-1 1:0 1:1
W7A/YV-023,12876,-29390,0:0 0:1 0:2 1:0 1:1 1:2 2:0 3:-2 3:-1
W7A/YV-024,12713,-29378,0:0 1:0
W7A/YV-025,12937,-29136,-5:-1 -5:0 -4:-1 -4:0 -4:2 -3:-3 -3:-2 -2:-2 -2:-1 -1:-3 -1:-2 -1:-1 -1:0 0:-1 0:0 1:-1 2:2 3:-3 3:-2 3:3 4:-1 4:1
W7A/YV-026,12766,-29135,0:-2 0:-1 0:0 0:1
W7A/YV-029,13021,-29491,-1:0 0:-2 0:-1 0:0 1:0 2:-3
W7A/YV-030,12786,-29368,0:-1 0:0 0:1 0:2 1:1 1:2 2:1 2:2 3:1 3:2
W7A/YV-032,12874,-29381,-2:-3 -2:-1 0:-3 0:0 0:1 0:2 0:3 0:4 1:0 2:0 3:-1
W7A/YV-033,12723,-29251,0:0
W7A/YV-034,12674,-29343,-2:-2 -2:1 -1:-1 -1:0 -1:1 0:0 1:0 2:-1 2:0 3:-1
W7A/YV-035,12819,-29177,0:0 1:-1 1:0 2:-4
W7A/YV-036,12920,-29117,0:0
W7A/YV-037,12876,-29233,0:0 1:-1 2:-1 3:-1
W7A/YV-038,12811,-29188,0:-2 0:-1 0:0 1:-1 1:0 2:-4 2:-3 3:-4
W7A/YV-039,12840,-29435,-1:0 -1:1 -1:2 -1:3 0:0 0:1 0:3 1:0
W7A/YV-043,12851,-29397,0:0 1:1 1:2 2:1
W7A/YV-044,12797,-29364,0:0 0:1 1:0 3:-2
W7A/YV-045,12810,-29267,-3:0 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-1 0:0 0:1 0:2 0:3 1:-1 1:0 1:1 2:0 2:1 3:1 3:2
W7A/YV-048,12640,-29273,-1:1 0:0 1:0 2:0 3:0 4:0 5:0
W7A/YV-050,12761,-29152,-1:-1 -1:0 0:-1 0:0 1:-2 1:2
W7A/YV-051,12981,-29314,-4:-1 -4:0 -4:1 -4:2 -3:1 -3:2 -3:3 -2:-4 -2:-1 -2:0 -2:1 -2:2 -2:3 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-4 2:-3 2:-2 2:-1 2:0 2:1 2:2 2:3 3:-2 3:-1 3:0 3:1 3:2 3:3 4:-1 4:0 4:1 4:2 5:-1 5:0
W7A/YV-052,12924,-29175,-3:0 -3:1 -2:-2 -2:-1 -2:0 -2:1 -2:2 -1:-1 -1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-1 1:0 1:1 1:2 1:3 1:4 2:-1 2:0 2:1 2:2 2:3 3:0 3:1 3:2 3:3 4:0 4:1
W7A/YV-054,12802,-29181,0:-1 0:0 0:1 0:3 1:2 1:3 2:1 2:2 2:3 3:1 4:1
W7A/YV-187,12905,-29410,-1:-1 -1:0 0:-1 0:0 0:1 1:-2 1:-1 1:0 1:1 2:-1 2:0 2:1 3:0 3:1 3:2 4:2
W7I/BC-001,16300,-29944,0:0 3:2
W7I/BC-002,16305,-29958,0:0
W7I/BC-003,16330,-29948,0:0 1:1
W7I/BC-005,16342,-29960,0:0 2:-2 2:-1
W7I/BC-006,16317,-29960,0:0
W7I/BC-007,16325,-29962,0:0 0:1
W7I/BC-008,16355,-29964,0:0
W7I/BC-009,16322,-29960,0:0
W7I/BC-011,16277,-29951,0:0
W7I/BC-012,16330,-29966,0:0
W7I/BC-014,16316,-29962,-1:1 -1:2 0:0 1:-1 2:1
W7I/BC-015,16276,-29968,0:0
W7I/BC-016,16294,-29976,0:0
W7I/BC-018,16336,-29956,0:0
W7I/BC-019,16280,-29972,0:-1 0:0
W7I/BC-021,16286,-29978,-3:-2 -1:1 0:0
W7I/BC-023,16297,-29987,0:0 1:1 2:0 4:1
W7I/BL-001,16203,-29722,0:0
W7I/BL-002,16212,-29725,-1:0 0:0
W7I/BL-003,16206,-29702,0:0
W7I/BL-004,16200,-29718,0:0
W7I/BL-005,16255,-29792,0:0
W7I/BL-006,16196,-29721,0:0 3:2
W7I/BL-007,16257,-29822,-5:0 -4:1 -2:1 -1:0 0:-1 0:0 1:-3 1:-2
W7I/BL-008,16238,-29833,0:0
W7I/BL-009,16255,-29845,0:0
W7I/BL-010,16241,-29840,0:0
W7I/BL-011,16245,-29821,0:-1 0:0 3:-2 4:-2
W7I/BL-012,16218,-29735,0:0
W7I/BL-013,16188,-29705,-1:0 0:0
W7I/BL-014,16155,-29646,0:0 2:-2 2:-1
W7I/BL-017,16166,-29663,0:0
W7I/BL-018,16273,-29941,0:0 1:0
W7I/BL-019,16165,-29660,0:0 1:0
W7I/BL-021,16174,-29713,0:0
W7I/BL-022,16160,-29658,0:0
W7I/BL-023,16174,-29665,-4:1 -3:1 0:0 1:1 4:0 5:0
W7I/BL-025,16222,-29764,0:0 2:-2 3:-3
W7I/BL-026,16230,-29874,-3:-1 -3:0 -1:0 0:0 1:0
W7I/BL-027,16181,-29674,-1:0 0:0
W7I/BL-028,16234,-29814,0:0 1:0 2:0
W7I/BL-030,16208,-29858,-3:1 -2:0 -1:0 0:0
W7I/BL-031,16187,-29722,-2:-1 0:0
W7I/BL-032,16266,-29935,0:0
W7I/BL-033,16177,-29671,-1:2 0:0
W7I/BL-034,16240,-29910,-3:0 -2:-1 -1:-1 0:0 1:0
W7I/BL-035,16284,-29931,-1:0 0:0
W7I/BL-036,16174,-29865,-3:4 -1:-1 -1:0 -1:1 -1:3 0:0 1:0
W7I/BL-037,16213,-29869,-1:0 0:0 1:0 3:1 5:0
W7I/BL-038,16201,-29862,-4:2 -3:0 -1:0 0:-4 0:0
W7I/BL-040,16266,-29862,-1:0 0:0 1:-1
W7I/BL-041,16181,-29867,-3:0 -2:0 -1:0 0:0
W7I/BL-042,16276,-29924,-5:-1 0:0 1:0 2:0
W7I/BL-046,16246,-29905,0:-1 0:0
W7I/BL-047,16191,-29749,0:0 0:1 0:2
W7I/BL-058,16164,-29725,-1:-1 -1:0 0:0 1:0 1:1
W7I/BL-059,16176,-29841,-1:0 -1:1 0:-1 0:0
W7I/BL-148,16245,-29840,-1:-1 0:0 1:0
W7I/BL-149,16239,-29828,-2:0 -1:3 0:-1 0:0 2:-1 3:0
W7I/CI-001,16348,-29449,0:0 1:0
W7I/CI-002,16342,-29450,-3:2 0:0 5:0 5:1
W7I/CI-003,16324,-29446,0:0
W7I/CI-004,16334,-29447,0:0 0:1 3:-1 4:-1
W7I/CI-005,16270,-29515,-1:0 0:0
W7I/CI-006,16265,-29514,0:0 1:0
W7I/CI-007,16326,-29453,-3:2 -1:0 0:0
W7I/CI-008,16354,-29453,-1:0 0:0
W7I/CI-009,16358,-29461,-1:-1 -1:0 0:0
W7I/CI-010,16380,-29462,-1:0 0:0
W7I/CI-011,16359,-29449,0:0 0:1 1:0 2:0 3:0 4:0
W7I/CI-012,16273,-29416,-1:-1 -1:0 0:0
W7I/CI-013,16219,-29496,0:0 0:1
W7I/CI-014,16371,-29458,-3:-4 0:0 1:0
W7I/CI-015,16355,-29466,-1:0 0:0 0:1
W7I/CI-016,16287,-29524,-1:0 0:0 1:0
W7I/CI-017,16284,-29519,-4:3 -1:1 0:0 0:1 0:2
W7I/CI-018,16249,-29510,-1:2 -1:3 0:0 4:-1
W7I/CI-020,16307,-29433,0:0
W7I/CI-021,16305,-29437,-2:0 -1:-1 -1:0 0:0 1:4
W7I/CI-022,15624,-29600,0:0 0:1 1:0 1:1
W7I/CI-023,16199,-29942,0:0 1:-2
W7I/CI-024,16108,-29932,0:0 4:2
W7I/CI-025,16173,-29878,0:0 1:0 2:0
W7I/CI-026,16312,-29434,-5:0 -4:0 -4:1 0:0
W7I/CI-027,16199,-29909,-4:0 0:0
W7I/CI-031,16212,-29920,-1:0 0:0 2:2
W7I/CI-033,16335,-29516,-1:0 -1:1 0:0
W7I/CI-036,16125,-29960,-4:3 -1:0 0:0
W7I/CI-040,16187,-29936,0:0
W7I/CI-140,16306,-29429,-3:3 0:-1 0:0 1:0
W7I/CU-001,16347,-29631,-1:0 0:0
W7I/CU-002,16326,-29619,0:0 0:1
W7I/CU-003,16320,-29613,-1:3 0:0
W7I/CU-004,16320,-29603,-2:0 -1:0 0:0
W7I/CU-005,16311,-29598,0:0 0:3 1:0
W7I/CU-006,16335,-29630,0:0
W7I/CU-007,16301,-29579,0:0 0:1
W7I/CU-009,16323,-29616,0:0 4:-2
W7I/CU-010,16313,-29590,0:0
W7I/CU-011,16327,-29624,0:0 2:-4
W7I/CU-012,16212,-29696,0:0 1:0
W7I/CU-013,16221,-29728,0:0
W7I/CU-014,16338,-29602,0:0
W7I/CU-015,16219,-29690,0:0 0:1
W7I/CU-016,16311,-29841,0:0
W7I/CU-017,16226,-29691,-3:1 0:0 1:0
W7I/CU-018,16308,-29572,-1:0 0:-1 0:0 1:-1
W7I/CU-019,16260,-29795,0:0
W7I/CU-020,16221,-29706,0:0
W7I/CU-021,16294,-29583,0:0
W7I/CU-022,16371,-29636,-1:-2 0:-1 0:0 1:0
W7I/CU-023,16263,-29813,0:0 1:-1
W7I/CU-024,16324,-29585,-4:2 -2:1 0:0
W7I/CU-025,16331,-29596,0:0
W7I/CU-026,16185,-29639,0:0
W7I/CU-027,16340,-29851,-3:0 0:0
W7I/CU-028,16312,-29585,0:-4 0:0 1:-4
W7I/CU-029,16333,-29636,0:0 1:0 3:-1
W7I/CU-030,16230,-29683,-1:0 0:0 0:1
W7I/CU-031,16334,-29852,-1:0 0:0
W7I/CU-032,16283,-29562,0:-1 0:0 1:-1 4:-3
W7I/CU-033,16293,-29568,-2:2 0:0 3:1 4:0 4:1
W7I/CU-034,16324,-29847,0:0
W7I/CU-035,16232,-29617,0:0
W7I/CU-036,16235,-29618,0:0 1:-1 2:-1 2:0 3:-4
W7I/CU-037,16330,-29847,0:0 1:-3
W7I/CU-038,16307,-29566,-1:0 0:-1 0:0
W7I/CU-039,16239,-29626,-1:3 0:0 0:1 0:3 0:4 1:-1 2:-2 3:-3
W7I/CU-040,16186,-29648,-3:-3 -1:0 0:0 2:-1 4:-2
W7I/CU-041,16327,-29838,0:0 1:0
W7I/CU-042,16195,-29636,0:0 0:1 1:1
W7I/CU-043,16381,-29658,0:0 1:2
W7I/CU-044,16402,-29659,0:0
W7I/CU-045,16413,-29671,0:0
W7I/CU-046,16431,-29664,-2:1 0:0
W7I/CU-047,16400,-29664,0:0
W7I/CU-048,16421,-29669,-1:0 0:0 2:-1
W7I/CU-049,16274,-29790,0:0
W7I/CU-050,16194,-29654,0:0
W7I/CU-051,16415,-29666,0:0
W7I/CU-052,16389,-29656,0:0
W7I/CU-053,16318,-29570,0:0 2:1
W7I/CU-054,16315,-29839,-4:-1 -3:-2 0:-1 0:0
W7I/CU-055,16320,-29782,-5:0 -3:-1 -1:0 0:0
W7I/CU-057,16246,-29618,-3:-1 -3:0 -3:1 -2:0 -2:1 0:0 1:0 2:-4
W7I/CU-058,16299,-29562,-2:-4 -1:-4 -1:0 0:0
W7I/CU-059,16258,-29754,0:0
W7I/CU-060,16205,-29649,-1:2 0:0 0:1
W7I/CU-061,16341,-29858,0:0
W7I/CU-062,16348,-29951,0:-2 0:0
W7I/CU-063,16405,-29668,0:0 4:-2
W7I/CU-064,16428,-29545,0:0 0:1 1:-2 1:-1
W7I/CU-066,16425,-29680,0:0
W7I/CU-067,16393,-29660,0:-1 0:0
W7I/CU-068,16307,-29854,0:0
W7I/CU-071,16312,-29940,0:0
W7I/CU-072,16352,-29950,0:0
W7I/CU-073,16275,-29843,0:0
W7I/CU-076,16346,-29859,-4:1 0:0
W7I/CU-078,16354,-29860,-1:0 0:0
W7I/CU-079,16230,-29745,-3:3 -3:4 -1:1 0:0 1:1 2:1
W7I/CU-081,16299,-29863,0:0 1:1 1:2
W7I/CU-082,16277,-29854,-1:0 0:0
W7I/CU-083,16338,-29949,-4:1 0:0
W7I/CU-084,16347,-29865,-3:-2 -3:-1 -1:5 0:0
W7I/CU-085,16189,-29667,0:0 1:0 2:-1 5:-1
W7I/CU-086,16509,-29817,0:0
W7I/CU-088,16277,-29771,-1:0 0:0
W7I/CU-091,16516,-29812,-1:0 0:0
W7I/CU-092,16475,-29897,0:0 4:-2
W7I/CU-093,16432,-29778,-3:-3 0:0 0:1 0:2
W7I/CU-097,16194,-29678,-1:0 0:0
W7I/CU-098,16264,-29859,-1:0 0:0 0:3
W7I/CU-099,16333,-29942,0:0
W7I/CU-101,16520,-29809,0:-1 0:0
W7I/CU-104,16341,-29587,-2:-4 0:-4 0:0 0:1
W7I/CU-106,16293,-29931,-1:-2 0:-1 0:0
W7I/CU-109,16470,-29891,0:0
W7I/CU-113,16463,-29923,0:0
W7I/CU-114,16270,-29676,0:0 3:-2
W7I/CU-118,16526,-29805,-4:-1 -1:0 0:0 1:0
W7I/CU-120,16447,-29922,0:0
W7I/CU-121,16367,-29886,0:0 0:1
W7I/CU-122,16313,-29830,0:-1 0:0 0:1 1:1
W7I/CU-123,16507,-29927,0:0
W7I/CU-124,16283,-29883,-4:0 -4:1 -2:1 0:0 2:2
W7I/CU-125,16453,-29781,-3:-1 -3:0 -2:-1 -1:0 0:0 1:0 2:0
W7I/CU-126,16493,-29855,0:0
W7I/CU-127,16320,-29937,-2:1 0:0 1:-3
W7I/CU-128,16377,-29885,-2:-1 -1:-1 -1:0 0:0 0:1 1:0
W7I/CU-130,16359,-29961,-3:-4 0:0
W7I/CU-131,16291,-29747,-2:4 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-2 0:0 0:1 0:2 1:2
W7I/CU-132,16375,-29970,-3:4 -1:0 0:0
W7I/CU-133,16451,-29870,0:0
W7I/CU-135,16491,-29881,0:0
W7I/CU-140,16448,-29838,-1:0 0:-2 0:-1 0:0 1:-1 1:0 2:0
W7I/CU-145,16425,-29851,-3:-1 -2:0 0:0 1:3
W7I/CU-148,16593,-29770,-1:0 0:-1 0:0
W7I/CU-151,16423,-29732,-1:0 0:0 1:-1 2:-1
W7I/CU-158,16363,-29899,-3:1 -1:0 0:0 0:1 1:1
W7I/CU-160,16215,-29580,0:0
W7I/CU-161,16461,-29873,-2:3 0:-1 0:0
W7I/CU-165,16202,-29681,0:0 0:1 0:2 2:-4
W7I/CU-169,16585,-29773,-1:0 0:0
W7I/CU-171,16271,-29711,-2:1 -1:1 0:0
W7I/CU-178,16394,-29573,-2:-1 -1:-3 -1:-2 -1:-1 0:-3 0:-2 0:-1 0:0 0:1 1:-2 1:-1 1:0 1:1 1:2
W7I/CU-184,16447,-30011,-4:-2 -3:0 -2:0 -1:0 0:0 1:0
W7I/CU-348,16198,-29638,-3:1 -2:1 0:-1 0:0 1:-3 1:0
W7I/CU-349,16314,-29613,-1:0 0:0 4:1 4:2 5:-1 5:0
W7I/CU-350,16333,-29943,0:0
W7I/ER-001,16288,-29417,-2:0 -1:0 0:0 1:0
W7I/ER-002,16291,-29419,0:0 0:1
W7I/ER-003,16302,-29425,-1:2 0:-1 0:0
W7I/ER-004,16414,-29362,-1:0 0:-1 0:0
W7I/ER-005,16570,-29010,-3:-1 -2:-1 -2:0 -1:0 -1:2 0:0 2:-1 2:0 3:0
W7I/ER-006,16360,-29384,-1:2 0:0 0:1 1:1 1:2 2:1 3:1
W7I/ER-007,16475,-29323,0:-1 0:0 1:0 2:0
W7I/ER-008,16559,-29015,0:0
W7I/ER-009,16504,-29038,0:-1 0:0 1:-2
W7I/ER-010,16564,-28997,0:0 1:0
W7I/ER-011,16060,-28931,-3:-1 -2:-1 0:0
W7I/ER-012,16472,-29317,0:0
W7I/ER-013,16062,-28940,0:0 2:0
W7I/ER-016,16506,-29133,-5:1 -4:1 -3:-3 -3:0 -2:-1 -2:0 -2:1 -1:0 -1:1 0:0
W7I/ER-017,16504,-29023,-1:1 0:0 0:1 1:0
W7I/ER-019,16504,-29085,-2:2 -2:3 -1:0 -1:1 0:0
W7I/ER-021,16085,-28961,-1:3 0:0 1:0
W7I/ER-023,15960,-28988,-3:2 0:0 1:0
W7I/ER-025,16437,-29362,-2:2 -1:1 0:0 0:1
W7I/LE-001,16383,-29478,0:0
W7I/LE-002,16427,-29381,-4:3 -3:1 -2:0 -1:0 0:-4 0:-1 0:0
W7I/LE-003,16471,-29569,-1:0 -1:1 0:0
W7I/LE-004,16462,-29427,0:0
W7I/LE-005,16467,-29564,-1:-1 0:-1 0:0 2:-4 2:-3
W7I/LE-006,16585,-29653,0:0
W7I/LE-007,16550,-29644,0:0
W7I/LE-008,16489,-29563,0:0
W7I/LE-009,16459,-29431,-3:0 -1:0 0:0
W7I/LE-010,16496,-29588,-1:-1 0:0 1:-1
W7I/LE-011,16440,-29502,0:0 1:-1
W7I/LE-012,16515,-29564,0:-2 0:0 1:-1 1:0
W7I/LE-013,16464,-29513,-4:0 -1:0 0:0
W7I/LE-014,16549,-29599,-1:0 0:0 0:1
W7I/LE-016,16580,-29650,0:0
W7I/LE-017,16453,-29512,0:0 1:1
