ref_code,base_y,base_x,offsets
W7I/LE-019,16539,-29607,-2:0 -1:0 0:0
W7I/LE-020,16566,-29641,-1:-3 -1:-2 0:-1 0:0 1:0 1:1
W7I/LE-021,16510,-29572,-1:0 0:0 3:1 3:2 4:1
W7I/LE-022,16595,-29657,-1:0 0:-1 0:0
W7I/LE-023,16411,-29493,-4:1 -4:2 0:-1 0:0 1:0
W7I/LE-024,16390,-29478,0:0 1:1 2:1
W7I/LE-025,16535,-29596,-1:0 0:0
W7I/LE-026,16498,-29440,-2:2 -1:0 -1:1 0:0 1:0
W7I/LE-027,16389,-29467,0:0 1:0
W7I/LE-028,16517,-29588,-1:-1 0:-1 0:0
W7I/LE-029,16499,-29576,0:-1 0:0 0:1 2:3 2:4
W7I/LE-030,16474,-29522,0:0 1:1
W7I/LE-031,16543,-29611,0:0
W7I/LE-033,16533,-29602,-1:1 0:0 1:0
W7I/LE-034,16497,-29552,0:-2 0:-1 0:0 1:-3 3:0
W7I/LE-035,16480,-29533,-3:2 -1:-1 -1:0 0:-1 0:0 1:0 2:1
W7I/LE-036,16504,-29568,-2:-4 -2:-3 -1:-4 0:0 1:-2 1:-1 1:0
W7I/LE-038,16393,-29486,0:0 0:1 1:0 4:-1
W7I/LE-039,16420,-29493,-2:0 -1:0 0:-2 0:-1 0:0 1:-2
W7I/LE-040,16497,-29568,-3:-3 -3:-2 0:0 0:1 1:0 1:1
W7I/LE-041,16393,-29481,-2:3 0:0
W7I/LE-044,16445,-29405,0:-1 0:0 1:-1
W7I/LE-045,16759,-29605,0:0 1:-1
W7I/LE-046,16423,-29499,-3:0 -2:-1 -2:0 -2:1 -1:-1 -1:0 -1:1 0:-1 0:0 1:-1 2:-1
W7I/LE-047,16751,-29596,0:0
W7I/LE-048,16497,-29560,0:-1 0:0 0:1 0:5
W7I/LE-049,16602,-29652,-2:0 -2:4 -1:0 0:0 1:-1
W7I/LE-050,16764,-29608,0:-1 0:0
W7I/LE-051,16768,-29610,0:0
W7I/LE-054,16436,-29412,-2:-1 -1:-2 -1:-1 -1:0 0:-1 0:0 0:1 1:0 1:1 1:2 3:-1
W7I/LE-055,16577,-29463,-1:0 0:-1 0:0 1:0 2:1 2:2 2:3 3:1 5:-1
W7I/LE-056,16406,-29483,-2:-4 -1:-4 -1:-1 0:0 0:1
W7I/LE-057,16528,-29465,0:0
W7I/LE-058,16401,-29389,-1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:-1 1:0 1:1 1:2 2:0 2:1 3:0 3:1
W7I/LE-059,16731,-29845,0:0
W7I/LE-060,16535,-29470,-1:0 -1:1 -1:3 0:0 0:1 1:0
W7I/LE-061,16779,-29617,0:0 4:2
W7I/LE-062,16742,-29590,-2:2 -1:1 0:0 1:-1 1:0 2:-2
W7I/LE-064,16789,-29620,-1:0 0:0
W7I/LE-066,16624,-29744,-4:-3 -3:-2 -2:-1 -1:-1 0:0 2:0
W7I/LE-067,16601,-29542,-2:-1 -1:0 -1:1 0:0 0:1 1:1 2:2 3:3
W7I/LE-068,16721,-29847,-2:2 0:0 1:0
W7I/LE-069,16723,-29854,0:0 1:-1
W7I/LE-070,16710,-29578,0:-1 0:0 1:0 1:1 2:2 5:0
W7I/LE-071,16580,-29868,-1:1 0:0 1:-2
W7I/LE-072,16844,-29626,0:0 0:1
W7I/LE-075,16606,-29847,-1:-1 0:0 0:1
W7I/LE-081,16708,-29852,-1:1 0:0 3:3
W7I/LE-086,16835,-29632,-1:0 0:0
W7I/LE-087,16748,-29831,-1:0 0:-2 0:0 1:-3 1:0
W7I/LE-088,16745,-29848,0:0
W7I/LE-089,16542,-29446,-5:1 -5:2 -4:2 -4:3 -3:0 -3:1 -3:2 -2:0 -2:1 -1:0 -1:1 -1:2 -1:3 0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1 4:1
W7I/LE-090,16672,-29647,-1:0 0:-1 0:0 1:-1
W7I/LE-093,16699,-29851,0:0
W7I/LE-094,16716,-29845,-4:-3 -4:0 -4:1 -3:0 0:0 2:0 2:1 4:-1 4:1 4:2
W7I/LE-095,16560,-29485,-3:-3 -2:-3 -1:-3 -1:-2 0:-2 0:-1 0:0 1:-1 1:0 1:1
W7I/LE-101,16607,-29778,-1:0 0:0 0:1 0:3 0:5
W7I/SI-001,15739,-28972,-1:1 0:0 0:3 1:3 1:4
W7I/SI-003,15727,-29050,0:0 0:1 1:0 4:0
W7I/SI-004,15630,-29050,0:0 0:1
W7I/SR-002,16256,-29949,0:0
W7I/SR-004,16202,-30031,0:0 1:1
W7I/SR-005,16271,-29983,0:0
W7I/SR-007,16265,-29984,-2:-1 0:0 1:0 5:1
W7I/SR-008,16249,-29969,-2:-1 -1:0 0:0 1:0 2:-1
W7I/SR-009,16257,-29986,-1:0 0:0
W7I/SR-010,16184,-29967,0:0 3:-1 4:0
W7I/SR-183,16256,-29983,0:0
W7I/VC-001,16586,-30005,-1:-1 -1:0 0:-1 0:0 1:-1
W7I/VC-002,16617,-30003,0:0 1:-1
W7I/VC-003,16672,-29917,-4:-2 0:0 3:3
W7M/BE-001,16844,-29419,0:0 0:1
W7M/BE-002,16835,-29421,0:0 0:1
W7M/BE-004,16488,-29329,0:0 1:0
W7M/BE-006,16495,-29323,-1:0 0:0
W7M/BE-008,16876,-29410,0:0 1:1
W7M/BE-009,16781,-29604,0:0 1:0
W7M/BE-011,16798,-29434,-1:0 0:-1 0:0 1:-1
W7M/BE-013,16812,-29430,0:-1 0:0
W7M/BE-015,16867,-29420,0:0 1:0
W7M/BE-016,16862,-29421,-2:0 0:-1 0:0 1:0
W7M/BE-019,16822,-29431,-3:1 -2:1 -1:1 0:0 1:0
W7M/BE-020,16899,-29425,0:0 0:1 1:0
W7M/BE-021,16804,-29612,0:0 0:1 1:1
W7M/BE-024,16498,-29315,0:0
W7M/BE-028,16829,-29431,-3:0 -2:0 -1:0 -1:1 0:0 1:1
W7M/BE-029,16585,-29212,-2:-1 -2:0 -1:0 0:-1 0:0
W7M/BE-031,16603,-29460,0:0 1:0
W7M/BE-032,16836,-29439,0:-1 0:0
W7M/BE-036,16819,-29424,0:-1 0:0 0:1
W7M/BE-037,16806,-29435,0:0 0:1
W7M/BE-039,16593,-29224,0:0 0:1
W7M/BE-049,16506,-29134,-1:-4 0:0
W7M/BE-050,16893,-29410,-3:-2 -2:-2 -1:0 0:0
W7M/BE-051,16504,-29085,-1:-1 0:-1 1:-2
W7M/BE-053,16723,-29512,-2:0 -1:0 0:0 1:5
W7M/BE-057,16891,-29437,-1:0 0:0
W7M/BE-060,16834,-29620,0:-1 0:0 1:1
W7M/BE-061,16573,-29427,-1:-1 -1:0 0:-1 0:0 1:-1 1:0 2:0 2:1 3:0 4:0
W7M/BE-062,16509,-29098,-3:3 -3:4 -2:2 -2:3 -1:1 -1:3 0:-1 0:0 1:1
W7M/BE-064,16554,-29367,-3:0 -2:0 -1:0 0:-1 0:0 1:-1 2:-1
W7M/BE-069,16626,-29464,-2:4 -1:0 0:0 1:0 4:-1 4:0
W7M/BE-071,16918,-29421,-2:1 -2:2 -1:1 -1:2 0:0 0:1 1:-1 1:0 1:1
W7M/BE-072,16550,-29410,-3:-1 -3:2 -2:-1 -2:0 -2:1 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-2 0:-1 0:0 0:1 0:2 0:3 1:-4 1:-3 1:-2 1:-1 1:0 2:-4 2:-3 2:-2 3:-4 3:-3
W7M/BE-075,17014,-29562,-4:-2 -1:0 0:0
W7M/BE-076,16875,-29389,-4:-2 -3:-3 -3:-2 -2:-3 -1:1 -1:2 0:0 0:1 0:2 1:0 1:1 2:-1 2:0 2:1 3:-1 3:0
W7M/BE-077,16934,-29458,-4:-1 -2:-1 -1:-1 -1:3 0:-1 0:0 0:1 1:-1 1:0 2:-1 2:0 3:0 3:1
W7M/BE-078,16662,-29318,-4:-1 -4:0 -3:-2 -3:-1 -3:0 -3:1 -2:-2 -2:-1 -2:0 -1:-2 -1:-1 -1:0 0:-2 0:-1 0:0 0:1 1:-1 1:0 2:0 3:0 3:1
W7M/BE-079,16571,-29380,-4:1 -4:2 -3:0 -3:1 -3:2 -2:0 -2:1 -1:-1 -1:0 -1:1 0:-1 0:0
W7M/BE-081,16880,-29494,-2:0 -1:-1 -1:0 0:-2 0:-1 0:0 1:-4 1:-3 1:0 2:-5
W7M/BE-082,16564,-29409,-2:-1 -1:-1 -1:0 -1:1 0:0 0:1 1:0
W7M/BE-085,16764,-29486,-4:-1 -4:0 -3:-1 -3:0 -2:-2 -2:-1 -2:0 -1:-2 -1:-1 -1:0 0:-3 0:-2 0:-1 0:0 0:1 1:-2 1:-1 1:0 2:-1 2:0 3:-1 3:0 3:1
W7M/BE-087,16591,-29520,-4:-1 -4:0 -4:1 -3:-1 -3:0 -3:1 -3:2 -2:-4 -2:-2 -2:-1 -2:0 -2:1 -2:2 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3
W7M/BE-088,16586,-29407,-3:1 -2:0 -2:1 -1:-1 -1:0 -1:1 0:-1 0:0 0:1 1:0 1:1 2:0
W7M/BE-089,16643,-29359,-4:1 -4:2 -3:1 -3:2 -2:1 -2:2 -2:3 -1:-1 -1:0 -1:1 0:-1 0:0 0:1 0:2 1:-1 1:0 1:1 2:0 2:1 3:0 4:0 5:-1 5:0 5:1
W7M/BE-091,16805,-29393,-2:0 -2:1 -1:0 -1:1 0:0 0:1 1:0 1:1
W7M/BE-092,16891,-29391,-1:0 -1:4 0:0 0:1 0:3 1:-1 1:0 2:0 3:-1 3:0
W7M/BE-093,16730,-29549,-2:2 -1:0 -1:1 0:-1 0:0 0:1 1:-2 1:-1 1:0 1:1 2:-2 2:-1 2:0 3:-2 3:-1 3:0 4:-3 4:-2 4:-1
W7M/BE-096,16895,-29488,-3:1 -1:0 0:-1 0:0 1:-1 1:0 2:-1 2:0 2:1
W7M/BE-097,16848,-29515,-1:0 0:-2 0:-1 0:0 1:-1 1:0 2:-1 2:0
W7M/BE-100,16944,-29478,0:0 0:1 0:2 0:3 0:4 0:5 1:0 1:1 1:3 1:4 1:5
W7M/BE-102,16529,-29363,-3:-1 -2:-1 -2:0 -2:4 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-2 0:-1 0:0 0:1 1:-1
W7M/BE-103,16588,-29441,-1:0 0:0 0:1
W7M/BE-104,16849,-29391,-2:2 -1:-3 -1:0 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:-2 1:0 1:1 1:2 1:3 2:3
W7M/BE-196,16837,-29436,-1:0 0:-4 0:0 1:-4
W7M/BR-001,16635,-29026,0:0
W7M/BR-002,16680,-29026,0:0
W7M/BR-003,16645,-29028,0:0
W7M/BR-004,16663,-29026,0:0 0:1
W7M/BR-005,16769,-29024,0:0
W7M/BR-008,16803,-29002,-1:0 0:0
W7M/BR-011,16725,-29032,0:0 0:1
W7M/BR-014,17023,-29530,0:0
W7M/BR-015,16751,-29045,-1:0 -1:4 -1:5 0:0 1:0
W7M/BR-017,16797,-29012,0:0
W7M/BR-018,16659,-29035,-1:3 0:0
W7M/BR-020,17055,-29477,0:0
W7M/BR-021,17069,-29453,-1:2 -1:3 0:0
W7M/BR-022,16579,-29008,-3:1 -1:0 -1:1 0:0
W7M/BR-023,16893,-29169,-4:0 -1:-1 0:-1 0:0 1:-1
W7M/BR-024,16613,-29205,0:0
W7M/BR-026,16876,-29178,-1:0 0:0
W7M/BR-027,16627,-29199,0:-1 0:0 1:0 3:1
W7M/BR-028,16631,-29129,-1:0 0:-1 0:0
W7M/BR-029,16863,-29164,-1:-2 0:-1 0:0
W7M/BR-030,16618,-29203,-2:-1 -1:-1 0:-1 0:0
W7M/BR-032,17054,-29484,0:0 2:3
W7M/BR-033,16645,-29181,-1:0 0:0
W7M/BR-034,16877,-29189,0:0 0:3 1:1
W7M/BR-035,16870,-29172,-1:0 0:0 0:1
W7M/BR-036,16886,-29199,-1:0 -1:5 0:0 1:3
W7M/BR-037,16862,-29173,0:0 0:1 1:1 2:0 2:1
W7M/BR-040,16883,-29181,0:0 1:0
W7M/BR-042,16859,-29161,-2:2 0:0
W7M/BR-044,16880,-29173,-2:-3 -1:-3 0:-1 0:0 1:1 2:2
W7M/BR-045,16777,-29043,0:0
W7M/BR-048,16638,-29115,-2:0 -1:-2 -1:-1 -1:0 -1:1 0:-2 0:-1 0:0 1:-4 1:-3 1:-2 1:1 2:-4 2:-3 2:1 3:-4
W7M/BR-052,17039,-29515,-2:3 -2:4 -1:0 0:-1 0:0
W7M/BR-053,16941,-29287,-1:-2 -1:-1 0:-2 0:-1 0:0 1:-1 1:0
W7M/BR-054,16846,-29146,0:0 0:1 1:1
W7M/BR-055,16857,-29172,-2:2 -1:1 0:0
W7M/BR-058,16622,-29114,-3:2 -3:3 -2:1 -2:4 -1:1 0:0 2:3 3:4
W7M/BR-059,16868,-29186,0:-1 0:0 1:0 1:1 1:2
W7M/BR-060,17045,-29506,-1:2 -1:3 -1:4 0:0 1:-1 2:-1
W7M/BR-064,16610,-29193,-4:1 -2:1 -1:1 0:0 1:0
W7M/BR-071,17057,-29494,0:-1 0:0
W7M/BR-072,16912,-29187,-4:0 0:0 1:1
W7M/BR-073,16701,-29018,-4:0 -3:0 -2:0 -1:-1 0:-1 0:0 1:-1 2:-1
W7M/BR-074,16630,-29106,0:0 1:-1 1:0 1:1 2:0 3:-1 3:0 4:-1 4:0 5:0
W7M/BR-075,16656,-29112,-3:3 -2:2 -1:0 -1:1 0:0 1:-2 2:-1 3:0
W7M/BR-076,16875,-29206,0:0 1:1 3:0
W7M/BR-078,16752,-29024,0:-1 0:0 1:-1
W7M/BR-079,17058,-29499,0:-2 0:-1 0:0
W7M/BR-081,16663,-29114,-4:1 -3:-1 -3:3 -2:-2 -2:-1 -2:0 -1:-1 -1:0 0:-1 0:0 1:1 2:2
W7M/BR-084,16658,-29120,-4:-2 -3:-3 -3:-2 -1:-1 -1:0 0:-1 0:0 1:-2 1:-1 2:-1 3:-2 3:-1 4:-1
W7M/BR-085,16712,-29158,-3:-1 -2:-1 -1:-1 -1:0 0:0 0:1
W7M/BR-087,16728,-29037,-4:3 -3:2 -2:2 -2:3 -2:4 0:0
W7M/BR-089,16736,-29157,-3:2 -3:3 -2:-1 -2:0 -1:-1 -1:0 0:-2 0:-1 0:0 1:0 2:1
W7M/BR-091,16609,-29096,-1:1 0:-1 0:0 0:1 0:2 0:3 0:4 0:5 1:-2 1:-1 1:0 1:1 1:2 1:3 1:5 2:-3 2:-2 2:-1 2:0 3:-2 3:0 3:1 3:2 3:3 4:0 4:1 4:2
W7M/BR-092,16598,-29113,-4:2 -4:3 -3:-1 -3:0 -3:1 -3:2 -3:3 -3:4 -2:0 -2:1 -2:2 -2:3 -1:0 -1:1 -1:2 -1:3 0:-1 0:0 0:1 0:2 1:-3 1:-1 1:0 1:1 2:0 2:1
W7M/BR-093,16617,-29131,-2:-2 -2:-1 -2:1 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-3 0:-2 0:-1 0:0 0:1 0:2 1:0 2:0
W7M/BR-094,17017,-29558,0:-1 0:0
W7M/BR-095,16972,-29376,-1:-3 -1:-2 -1:-1 0:-3 0:-2 0:-1 0:0 1:-1 1:0 2:-1
W7M/BR-096,16782,-29227,-1:1 0:0 0:1 1:2
W7M/BR-098,16931,-29179,-1:-1 0:0 0:1
W7M/BR-101,16987,-29411,-1:-4 -1:0 -1:1 0:-1 0:0 0:1 1:-4 1:-1 1:0 2:-4
W7M/BR-102,16999,-29423,-2:0 -1:0 0:0 2:4
W7M/BR-170,16670,-29015,-3:0 -1:1 0:0 1:0 2:1
W7M/BR-171,16875,-29183,0:0
W7M/CL-001,17450,-29359,-1:-1 0:-1 0:0 1:0
W7M/CL-002,17522,-29383,-1:0 0:0
W7M/CL-003,17533,-29405,-1:0 -1:1 0:0
W7M/FN-001,17968,-29587,0:0 0:1
W7M/FN-002,18127,-29733,0:0
W7M/FN-003,18000,-29616,0:0
W7M/FN-004,18131,-29731,0:0
W7M/FN-005,18103,-29713,-1:0 0:0
W7M/FN-006,18108,-29708,0:0
W7M/FN-007,18147,-29743,0:0
W7M/FN-008,18087,-29694,-2:-3 0:0 1:-1
W7M/FN-009,17993,-29602,-1:-1 0:0
W7M/FN-010,18052,-29614,0:0
W7M/FN-011,17954,-29564,0:-1 0:0
W7M/FN-013,18134,-29694,0:-1 0:0
W7M/FN-014,18082,-29696,-1:0 0:0 3:-2 4:0
W7M/FN-015,17922,-29571,0:0
W7M/FN-016,18116,-29692,0:0
W7M/FN-017,17961,-29583,0:0 1:1 2:2
W7M/FN-018,17941,-29545,0:0
W7M/FN-019,18005,-29628,-1:0 0:0 1:2
W7M/FN-020,18000,-29595,0:0
W7M/FN-021,17962,-29549,0:0
W7M/FN-022,18122,-29725,0:0 0:1
W7M/FN-023,18043,-29611,0:0 4:-1
W7M/FN-025,18079,-29626,0:0
W7M/FN-026,17953,-29585,-1:0 0:0
W7M/FN-028,18008,-29633,-1:0 0:0 0:1
W7M/FN-029,17932,-29532,0:0
W7M/FN-030,18128,-29750,-4:2 -4:3 -3:3 -1:-1 -1:2 0:0
W7M/FN-032,18112,-29730,0:0
W7M/GA-001,17032,-29547,-1:0 0:0
W7M/GA-002,17166,-29422,0:0
W7M/GA-005,17167,-29443,0:0 0:1 1:0
W7M/GA-006,17195,-29431,-1:0 0:0 0:1 1:4 1:5
W7M/GA-008,17179,-29434,0:0 0:1
W7M/GA-009,17143,-29463,-1:0 0:0 1:1 1:2
W7M/GA-011,17060,-29634,-3:0 -2:0 -1:0 0:0 1:-1
W7M/GR-001,18120,-29648,-2:0 -1:0 0:0
W7M/GR-002,18047,-29597,0:0
W7M/GR-003,18100,-29632,0:0
W7M/GR-004,18033,-29593,0:0 1:0
W7M/GR-005,18093,-29632,-1:-1 0:-1 0:0
W7M/GR-006,18016,-29583,0:0
W7M/GR-007,17961,-29536,0:0
W7M/GR-008,18131,-29636,0:0
W7M/GR-009,18101,-29626,0:0
W7M/GR-010,18103,-29629,-4:-3 0:0
W7M/GR-011,17708,-29376,0:0 0:1
W7M/GR-012,18058,-29599,0:0 0:1 0:2
W7M/GR-013,17994,-29556,0:0
W7M/GR-014,17976,-29538,-1:-1 -1:4 -1:5 0:0
W7M/GR-015,18039,-29594,-4:1 0:0
W7M/GR-016,18110,-29651,0:0
W7M/GR-017,18076,-29620,0:0
W7M/GR-018,18113,-29603,-2:-2 0:0
W7M/GR-019,18040,-29607,0:0
W7M/GR-020,17723,-29381,0:0 1:0
W7M/GR-021,18118,-29684,0:0
W7M/GR-022,18026,-29616,0:0
W7M/GR-023,18123,-29586,0:0
W7M/GR-024,18087,-29598,-1:-2 0:-1 0:0
W7M/GR-025,18099,-29653,0:0
W7M/GR-026,18011,-29598,0:0
W7M/GR-172,18097,-29633,-5:1 -3:0 0:0 1:0 2:0 2:2 3:0 3:2 4:1 4:2
W7M/HB-001,16787,-28992,0:0 0:1
W7M/HB-002,16641,-28971,-1:1 0:0 1:-1
W7M/HB-004,16798,-28981,-3:0 -2:0 -1:0 0:-1 0:0 0:1 1:-1 1:0 2:0 3:0
W7M/HB-005,16820,-28906,-1:2 0:0 2:-1 3:0
W7M/HB-006,16816,-28888,-1:-4 -1:0 0:-4 0:0 1:-4 1:2 2:-4
W7M/HB-007,16807,-28897,0:0 1:-1
W7M/HB-008,16724,-28931,0:0 3:3
W7M/HB-010,16788,-28926,-3:0 -2:-1 -2:0 -1:0 0:0 1:-1 4:-2
W7M/HB-011,16733,-28922,-1:0 0:0 1:0
W7M/HB-012,16647,-28948,-4:1 -3:1 -3:2 -3:3 -3:4 -2:-1 -2:0 -2:1 -1:-1 -1:0 -1:1 0:-2 0:-1 0:0 1:1 2:1
W7M/HB-013,16749,-28939,-3:3 -1:2 0:-1 0:0 0:1 0:2 1:-4 1:-3 1:-1
W7M/HB-015,16691,-28920,-1:-2 -1:-1 0:-2 0:-1 0:0 0:1 2:1
W7M/HB-018,16616,-28965,-1:0 0:-1 0:0 1:-2 2:-4
W7M/HB-021,16998,-28899,-2:2 -1:1 0:0
W7M/HB-023,17001,-28901,0:0 1:0 1:1 4:-2
W7M/HB-024,16660,-28988,-4:-2 -4:-1 -4:0 -3:-2 -3:-1 -3:0 -2:0 -1:0 -1:1 0:0 0:1 0:2 1:0 1:1
W7M/HB-026,17196,-28955,-2:-2 -1:-2 -1:-1 0:-2 0:-1 0:0 1:0 1:1 1:2
W7M/HB-027,17200,-28971,-1:0 0:-1 0:0 1:-1 2:-1
W7M/HB-028,16845,-28887,-2:4 -1:0 -1:4 0:0
W7M/HB-029,17145,-29142,0:-1 0:0 0:1 1:-1 1:0 1:1 1:2 3:-1 3:0 4:0
W7M/HB-030,16714,-28977,0:0 0:1 0:2 1:-2 1:-1 1:0 2:-2
W7M/HB-031,16959,-28890,0:0 1:0 2:0
W7M/HB-032,16629,-28996,-3:0 -2:0 -1:0 0:0 1:-1
W7M/HB-034,16984,-28895,0:0
W7M/HB-143,17005,-28902,-1:0 0:0
W7M/HB-144,17150,-29146,0:-1 0:0 1:-1 1:0
W7M/LM-001,17549,-29667,-1:1 0:0
W7M/LM-002,17519,-29665,0:0 2:-3
W7M/LM-004,17540,-29661,0:0
W7M/LM-005,17523,-29662,-1:0 0:0
W7M/LM-006,17605,-29579,0:0
W7M/LM-008,17673,-29595,0:0
W7M/LM-009,17533,-29657,0:0
W7M/LM-010,17286,-29752,-1:0 0:0 1:0 1:1 3:2 3:3
W7M/LM-011,17554,-29561,-4:1 -1:0 0:0
W7M/LM-013,17576,-29673,0:0
W7M/LM-015,17514,-29654,0:-1 0:0
W7M/NF-001,17395,-28804,-2:0 -2:1 -1:-1 -1:0 -1:1 0:-1 0:0 1:-1 1:0 2:1 2:2 2:3 3:1 3:2 3:3 4:1 4:2 4:3
W7M/PS-001,16768,-28596,0:-1 0:0
W7M/PS-002,16703,-28550,-1:-1 -1:0 0:-1 0:0
W7M/PS-003,16699,-28539,0:0
W7M/PS-004,16710,-28531,-1:0 0:0 0:1 1:2 1:3 1:4 2:1
W7M/PS-005,16728,-28592,0:0 0:1 0:2 1:0 1:1
W7M/PS-006,16726,-28587,0:-1 0:0 0:1 1:-2
W7M/PS-007,16703,-28557,-2:4 -1:-3 -1:3 -1:4 0:0
W7M/PS-008,16689,-28534,-1:0 0:-2 0:-1 0:0 1:-2 1:-1
W7M/PS-009,16713,-28547,-2:0 -1:0 0:0 1:0 2:3 3:2 3:3 4:2
W7M/PS-010,16763,-28604,-1:-1 -1:0 0:-1 0:0
W7M/PS-011,16681,-28529,-2:-2 -1:-3 -1:-2 0:-5 0:-3 0:-2 0:-1 0:0 1:-5 1:-1 2:-1
W7M/PS-012,16706,-28545,-1:-1 -1:0 0:-4 0:-3 0:-2 0:-1 0:0 1:-4 1:-3 2:-4 2:-3 2:-2 3:-1
W7M/PS-013,16684,-28523,-1:0 0:-2 0:-1 0:0 0:1 1:-1 1:0
W7M/PS-014,16703,-28566,-2:-1 -1:-1 0:0
W7M/PS-015,16695,-28547,-3:2 -2:0 -2:1 -1:0 -1:2 0:0
W7M/PS-016,16676,-28528,-1:0 0:0 1:-4 2:-4 2:-3 4:-2
W7M/PS-017,16714,-28550,-2:4 -1:2 0:-3 0:-2 0:-1 0:0 0:2 1:-3 1:3 1:4 2:4
W7M/PS-018,16775,-28601,-2:1 -1:0 0:-1 0:0 1:-1 1:0 5:0
W7M/PS-019,16760,-28617,0:-1 0:0
W7M/PS-020,16701,-28575,-1:-3 -1:2 0:-2 0:-1 0:0
W7M/PS-024,16693,-28529,-1:-2 -1:-1 0:-1 0:0 1:-1 1:0 1:1 2:1
W7M/PS-025,16672,-28542,-1:1 0:0 0:1
W7M/PS-026,16732,-28621,-1:-2 -1:-1 -1:0 0:0 1:4 2:-4
W7M/PS-027,16786,-28653,-1:-1 0:-1 0:0 1:1 1:2
W7M/PS-029,16764,-28652,0:-5 0:0 1:-5 1:-3
W7M/PS-031,16732,-28630,0:0
W7M/PS-032,16728,-28530,-3:-1 -2:-1 -2:0 -1:0 0:0 0:1 0:2 0:3 0:4 1:0 1:1 1:2 1:3 1:5 2:0 2:1 2:2 3:2
W7M/PS-033,16749,-28568,0:-1 0:0 0:1 1:0 1:1 1:4
W7M/PS-034,16741,-28651,0:0
W7M/PS-035,16733,-28662,-2:-1 -2:0 -1:-1 -1:0 0:-1 0:0
W7M/PS-036,16737,-28654,-3:2 -2:0 -2:1 -1:-1 -1:0 0:-1 0:0 0:1 1:0
W7M/PS-037,16739,-28511,-2:-3 -2:-2 -2:-1 -2:0 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-1 0:0 0:1
W7M/PS-038,16703,-28453,-4:-2 -3:-2 -1:0 0:0 1:-1 1:0 3:-2
W7M/PS-072,16733,-28574,0:-1 0:0 0:1 1:0 1:1
W7M/RC-001,16996,-29765,-1:-1 0:0
W7M/RC-002,17039,-29791,0:0
W7M/RC-004,16980,-29777,-1:0 0:0
W7M/RC-005,17037,-29780,0:0
W7M/RC-006,17259,-29754,0:-1 0:0
W7M/RC-007,17015,-29768,0:-1 0:0
W7M/RC-012,16972,-29808,0:0 1:-1
W7M/RC-013,17226,-29752,0:0 0:1 1:1
W7M/RC-014,17227,-29766,0:0
W7M/RC-016,17064,-29796,-2:0 0:0
W7M/RC-017,17277,-29746,-1:-2 -1:1 -1:2 0:0
W7M/RC-018,17127,-29780,0:0
W7M/RC-019,17099,-29762,0:-1 0:0 0:1 1:1
W7M/RC-021,17065,-29784,0:-1 0:0
W7M/SF-001,16727,-28596,0:-1 0:0 1:-2
W7M/SF-002,16722,-28603,-1:-1 0:0 0:1
W7M/SF-003,16722,-28607,0:0
W7M/SF-004,16720,-28594,-1:1 0:-2 0:-1 0:0 1:-2 1:-1
W7M/SF-005,16728,-28605,-1:5 0:0 1:-1 1:0 2:0 3:0
W7M/SF-006,16715,-28611,-1:-1 0:-1 0:0
W7M/SF-007,16722,-28624,-1:1 0:0
W7M/SF-009,16715,-28617,-5:-1 -4:-1 -3:-1 -1:4 0:0 0:4
W7M/SF-012,16780,-28683,0:0 0:1
W7M/SF-013,16711,-28628,-1:0 0:0 2:0
W7M/SF-014,16810,-28773,-1:1 0:0
W7M/SF-015,17043,-28718,0:0
W7M/SF-016,16782,-28666,-1:-1 0:-1 0:0 1:-1 1:0 2:0
W7M/SF-017,16739,-28704,0:0
W7M/SF-018,16668,-28864,0:-1 0:0 1:-3
W7M/SF-020,16841,-28768,-2:2 0:0
W7M/SF-021,17042,-28729,-1:-1 0:0
W7M/SF-022,16764,-28830,0:0
W7M/SF-023,16801,-28726,-1:-1 0:0
W7M/SF-026,16816,-28728,-1:0 0:0 3:-1 4:-1
W7M/SF-028,16774,-28675,-1:-1 -1:0 0:-1 0:0 1:-5 1:-4 2:-5 2:-4
W7M/SF-029,17057,-28733,0:0 0:1 1:3
W7M/SF-030,16715,-28634,-4:2 -3:3 -2:3 0:0 1:0
W7M/SF-031,16780,-28747,0:-1 0:0
W7M/SF-032,16763,-28738,0:0 4:0
W7M/SF-037,16739,-28768,0:0
W7M/SF-038,16678,-28676,0:-1 0:0
W7M/SF-039,16739,-28673,-4:0 -3:0 -1:-1 0:0 1:0 2:-1 3:-1 3:0 4:-1
W7M/SF-040,16829,-28726,-2:-1 -1:-1 -1:1 0:-2 0:-1 0:0 0:2
W7M/SF-042,16805,-28739,0:0 0:1 1:0
W7M/SF-043,16693,-28627,-1:0 0:-5 0:-1 0:0 2:-2
