# lat,lon,effective_radius_m -- worldwide city anchors for
# score_points()'s in-city test (docs/features/places.md). US rows are
# the untouched original app/reference/places.csv (US Census 2024
# Gazetteer places, radius = sqrt(ALAND/pi)). Non-US rows are derived
# from GeoNames cities500 (download.geonames.org), radius estimated from
# population (GeoNames carries no land-area figure) at an assumed
# 1500 people/km^2, clamped to [300m, 25000m] -- see
# scripts/build_global_anchors.py for the derivation and the
# Boise/SLC/Denver sanity check against the real US Census circles.
45.85205,5.33316,396
45.9689,6.04187,945
48.16174,6.57449,354
48.18297,-0.89373,555
48.93348,7.8543,421
48.64363,7.52503,377
48.74,7.8045,445
49.34731,6.2371,480
48.07657,7.53489,604
47.93101,6.96467,473
48.75791,7.72849,372
48.47634,7.56718,580
48.56093,7.59001,414
48.33737,7.54297,435
47.65,7.38333,332
49.39386,6.27727,644
49.33895,6.03898,894
48.60925,7.49637,339
47.79753,6.95795,432
48.2548,7.39491,580
47.791,7.32647,1641
48.86253,7.59699,350
48.676,7.85471,656
50.95779,2.56068,468
48.13596,7.28608,432
48.68987,7.58034,344
48.97132,7.04412,569
47.76373,-3.23913,975
48.3799,7.56816,500
48.47265,-4.37419,497
48.5901,-4.3487,362
48.57128,-4.41952,499
48.77226,-3.37193,408
48.64541,-4.36594,714
48.09253,-4.27336,436
48.30999,-3.31814,393
48.1466,-2.95544,388
48.27461,-3.61966,412
48.04334,-2.83368,407
48.73707,-3.02786,353
49.16682,6.96549,466
47.68948,7.50323,911
49.30887,6.33805,492
48.13803,7.26385,773
48.108,7.28188,335
47.61927,7.4393,333
49.4388,6.10905,414
48.7911,7.83217,651
49.02276,7.15392,428
48.99137,1.8476,867
48.68333,2.38333,1621
48.55194,-0.50878,477
48.677,-1.02218,382
49.01917,4.26393,440
46.21499,6.28154,358
48.22992,-1.03522,546
43.61389,3.81056,1647
47.65492,-0.49869,415
48.49832,3.23189,349
47.12748,2.93435,354
49.71984,3.2327,525
47.82536,5.90193,623
44.98764,2.42308,623
49.06969,6.25263,460
49.01778,-0.73977,359
45.53361,-0.03832,330
43.2883,-0.38694,1222
47.79129,0.41229,356
49.39667,4.3828,426
47.88452,7.19604,383
43.77147,4.1209,407
45.4945,1.06398,534
49.43324,0.81918,609
47.43517,-0.10371,1247
45.43119,3.34003,387
48.91104,1.78741,352
48.77576,-1.56366,567
46.23507,4.71133,423
46.04122,5.40855,630
49.01375,2.70563,682
43.20072,0.02326,893
45.58965,-0.2611,378
45.31808,1.32257,490
47.86388,-0.28667,511
47.4075,-0.4761,715
47.71878,-0.39405,1219
48.41667,-2.33333,548
45.08134,1.55939,386
48.25615,-0.49502,396
49.213,-0.69703,372
43.56945,7.11309,3568
45.86303,3.30229,452
44.47951,4.23778,575
48.795,3.27238,672
49.05155,1.30155,349
49.33357,1.97565,426
48.9759,1.6482,336
47.74553,1.81115,546
49.01068,2.04028,2013
48.66651,3.13036,569
48.75909,2.16966,1334
49.06148,6.07925,582
48.51005,1.54501,632
47.62241,3.86217,486
45.88725,4.37208,368
45.71926,1.21346,407
43.6371,5.63672,862
46.76291,6.38838,515
47.04562,2.98725,567
47.49596,-1.42047,624
47.34907,0.66513,2820
48.01789,-0.19086,342
49.29145,5.77903,482
48.78888,1.89898,1031
48.92661,3.13168,891
48.83765,2.75432,351
47.9561,-2.54804,765
43.6416,-1.22229,409
47.7937,1.52573,454
45.31355,4.36158,518
46.07136,5.99184,347
45.44636,-0.43485,980
45.80823,5.0807,512
43.82809,4.56327,789
49.38947,2.73206,351
44.11603,4.89989,944
43.94655,4.93286,530
49.28952,3.81345,640
48.13658,5.08598,406
47.52895,7.00323,540
45.79638,5.04664,1105
48.60613,6.50368,428
50.22793,3.67722,447
48.82538,2.47458,1963
48.44363,5.14144,971
49.83737,4.76146,366
47.98288,3.40096,1564
49.23333,6.01667,1224
45.61607,3.74542,474
48.87215,6.0412,443
48.20172,6.488,388
50.29658,4.10108,1525
47.59856,7.37284,334
50.31164,3.62872,501
43.7573,0.45889,475
48.12375,7.47578,475
48.3356,6.68769,498
48.84343,6.24504,380
46.46527,0.06845,417
46.36974,5.11955,422
45.70145,-0.35834,390
45.56945,0.56006,435
45.95451,0.98542,338
48.3196,-1.21646,597
49.3912,2.77809,691
44.41705,6.72947,467
46.68503,0.37179,1137
49.39577,3.06447,452
49.08881,3.53476,365
45.7858,0.25842,367
44.63695,4.25638,488
43.38861,-1.43057,444
46.21316,5.32579,540
45.98134,4.7614,1113
47.55513,-0.2332,558
48.66697,6.20269,1475
47.39553,2.6821,330
48.41797,-0.33742,556
45.11732,5.75957,910
49.15873,5.8764,1359
45.96467,4.62735,351
46.18226,2.08387,335
45.55909,-0.40043,407
45.6816,-0.17329,1017
47.86316,2.12648,948
46.41638,-1.57678,709
46.56873,0.56464,453
45.49638,4.90847,655
45.33402,4.94418,433
47.95959,-1.49938,1121
48.64827,2.15292,363
48.51352,2.27064,645
49.45533,2.86083,366
48.20284,1.8802,611
47.62116,-1.61443,479
45.75221,5.11277,516
49.04569,1.85279,397
49.01047,4.18651,344
48.07445,1.3686,408
47.19691,-0.86738,815
46.38333,3.58333,388
45.02933,5.1742,368
43.66139,3.91222,1041
45.55763,5.91484,905
48.91768,2.76349,365
44.92051,-0.36212,957
47.2813,5.18921,374
47.17014,5.13807,354
45.14434,5.3725,374
46.21352,5.552,622
50.31667,2.53333,380
50.36119,2.94953,413
45.33473,5.42486,644
50.233,3.32058,816
48.81568,2.38487,3505
49.22866,2.03058,370
48.88333,1.45948,751
47.34477,2.48609,431
49.00102,2.7893,338
43.32959,-1.4055,638
48.6545,7.54578,367
48.51536,2.34377,1095
48.60508,7.59372,668
46.48849,0.31124,797
49.80664,3.34427,473
43.51345,4.98747,3069
46.70763,3.97369,423
48.82104,2.27718,3611
47.5267,5.10649,931
46.94848,1.99362,1747
48.98994,1.79292,974
45.54422,3.24901,1842
44.72966,0.60659,378
47.90357,7.25235,855
47.62328,-1.45141,641
50.67391,1.65445,497
43.17093,-1.23458,377
44.37095,3.53473,416
44.18573,7.05287,354
49.49832,1.15431,710
49.35558,4.20093,378
48.91248,2.82724,428
48.99949,3.00613,374
44.72507,-0.47362,344
48.21232,4.12588,343
45.80461,1.22621,1310
49.31604,-1.10384,816
48.61705,-1.16993,816
48.03142,5.44756,353
47.67133,2.25562,329
50.62328,2.45902,1462
48.37032,-4.21292,475
48.24947,-1.95002,568
48.58801,7.47837,482
43.25702,-1.23323,410
45.67313,4.82243,1372
49.10587,7.00457,392
48.9555,6.87594,369
48.49659,7.57439,478
48.87284,7.4798,933
47.97712,-3.282,658
47.91995,1.82778,1303
47.28333,0.26667,330
47.4051,-0.92275,565
48.09803,7.30308,963
50.18064,3.05265,349
50.12245,3.4643,413
50.01239,1.49438,559
46.93619,3.26037,901
48.71939,7.02335,379
47.7742,7.35175,1811
48.52894,7.71523,2405
48.14595,-2.34859,374
50.56144,2.83011,521
46.18901,4.88436,328
48.18418,7.43268,379
47.6741,7.26607,659
49.32614,0.72627,386
42.67083,2.62066,1077
44.59755,-0.37315,508
49.32617,6.17953,682
47.84554,-4.1684,373
46.20261,4.08154,443
49.3199,1.14832,573
47.0456,4.37774,327
43.15992,-0.23217,467
48.74437,2.22428,1454
48.27358,6.39664,485
48.32463,0.52164,389
46.39801,4.74116,406
49.14,-0.34899,1429
48.13042,-2.03603,844
43.28935,-0.31199,854
43.23339,0.00123,749
48.26716,6.1414,348
43.12038,6.12857,3273
48.35864,7.57833,691
49.49437,5.86677,819
47.88351,6.98994,465
46.34722,4.79676,570
46.37299,2.47679,720
50.02523,1.76385,388
49.41501,6.32588,352
47.60477,7.57782,1163
49.1086,6.97989,551
48.1804,7.31149,336
47.9,5.28333,356
48.58308,4.90257,371
50.48961,2.81232,800
47.89319,1.70274,608
47.59335,1.45333,650
47.23319,0.25116,556
45.0824,6.05878,617
49.03861,1.20549,424
48.36439,-3.74614,611
48.86302,-1.49277,394
50.56843,1.90569,346
50.05138,1.79954,379
50.38199,2.03757,459
50.97187,2.44738,834
48.56664,1.61833,377
50.87713,2.59594,410
46.91603,6.31066,422
48.12579,7.37735,592
49.63333,1.08333,328
45.18619,-1.05789,860
49.51259,1.07962,724
50.69499,2.91518,1313
50.56284,3.00251,886
50.79545,2.17298,447
49.299,-0.08153,639
49.0735,1.36563,541
48.92161,2.19263,2570
44.19622,0.03368,380
48.64407,6.17579,717
49.34413,2.64041,343
48.79044,1.60007,818
50.31439,3.78453,444
50.4504,2.53777,1272
50.48241,2.61972,384
49.07735,7.36091,377
48.8601,2.3507,2408
45.03333,5.2,416
44.49273,-0.63963,414
47.83333,5.55,459
43.68321,-0.59747,384
49.85,1.9,562
50.36835,3.33707,798
43.18842,0.08808,470
50.26306,3.31358,508
48.08106,7.3938,1066
43.82497,-0.27347,350
50.03333,3.2,400
50.0694,3.47121,329
50.32661,3.81809,414
49.37039,0.81115,371
49.41985,0.23294,1315
50.978,2.58372,891
49.13814,1.11993,401
50.75646,2.52085,455
49.34065,2.30204,371
43.26773,2.7205,369
47.42572,0.29614,394
48.73873,7.14415,396
49.22071,5.99242,1216
49.12819,6.77066,1435
49.297,6.34268,330
47.7593,7.50691,436
49.85031,3.36456,563
49.73942,2.98574,470
49.01162,6.96556,485
48.11288,7.4208,489
48.5582,7.64434,784
50.8545,2.20349,440
49.86086,3.21509,535
48.66138,7.47362,328
48.69763,7.78286,960
48.62224,7.75549,1522
47.70389,7.2765,647
48.75738,7.56769,814
47.91131,7.4461,468
47.59839,7.22222,513
49.92262,4.08259,1537
47.58768,7.25299,676
48.60578,-1.80184,523
48.4668,7.67614,404
43.70184,-0.92679,505
50.56674,2.6216,685
48.46837,7.63859,553
49.01383,6.9151,426
48.28761,7.56348,690
48.51405,-2.66825,915
48.77667,7.0982,335
45.84977,-1.0752,355
45.66852,0.00415,469
45.79654,5.29333,479
45.63186,5.06284,974
50.69638,2.28333,531
49.61616,0.14555,357
49.04198,-1.52255,326
49.73262,1.08917,330
43.64201,-1.08004,512
49.14089,1.18813,470
50.02196,3.08064,333
49.33702,1.65921,346
49.19461,1.24005,397
50.4755,2.26956,337
49.4065,6.15233,1212
48.20992,7.55104,332
48.69338,7.04825,364
47.57818,7.51911,705
50.37349,2.0382,769
50.66107,1.6616,371
50.50168,2.5895,408
50.88584,2.5351,531
45.79693,6.01136,422
47.90146,3.62868,620
50.44796,2.6494,1184
49.52047,5.78994,970
47.21667,2.95385,467
48.01835,7.32668,587
48.73049,7.90535,969
49.2213,-0.24348,498
49.21088,-0.30653,2269
49.10132,2.13237,343
49.33655,3.91011,515
49.16858,0.28142,412
45.29775,6.36147,347
50.11126,3.04202,496
49.36032,2.24461,715
48.4844,3.34629,353
49.28464,-0.31544,769
43.80741,-1.14452,425
50.57753,2.85285,660
46.50862,2.71137,391
50.02685,2.41621,327
50.35557,3.45309,924
47.44284,6.88242,933
48.5681,6.49603,421
48.44848,2.76445,777
49.69536,0.69662,433
47.57305,6.76139,1527
47.41299,-1.65234,954
50.47287,3.52612,913
43.5936,3.11439,574
49.48802,2.01008,364
48.34945,7.63059,414
48.98994,2.1699,2310
49.01541,7.08188,643
47.44909,-2.31722,1001
45.14012,5.79289,513
47.60501,1.13934,499
48.63244,-3.92727,514
49.09812,6.85556,397
48.73347,7.21094,341
47.30333,2.52458,626
49.4789,0.96367,514
49.20731,2.05264,418
48.38537,-2.68304,617
49.19328,1.46487,410
47.80479,-3.27812,1741
50.41359,2.96485,2320
43.35809,-1.7744,1749
48.54185,-2.43459,455
48.56099,-2.37696,536
48.15891,-2.83065,375
50.2577,3.22857,330
50.65256,3.18681,2045
48.39761,0.02645,448
48.99689,6.82952,329
47.60675,7.41506,411
50.69783,2.24234,609
43.30831,-1.24424,375
50.37036,3.35918,628
47.97016,7.54005,418
49.31009,6.59029,329
47.72669,7.22699,522
47.5722,7.24142,373
49.33497,2.26593,358
48.65049,6.19512,1159
48.42248,7.44985,439
48.53826,7.392,359
47.6594,7.23922,367
47.56299,7.52401,784
48.3,-1.8,664
43.01644,0.37205,365
49.12714,-1.16635,459
49.35332,1.72691,349
50.72374,2.53729,2224
50.20862,3.15925,351
50.00458,4.70496,668
49.32881,6.06278,1814
50.64089,2.54162,559
50.35289,3.40389,816
44.73599,-0.37202,410
49.39645,0.77232,499
49.08345,3.94465,428
49.89789,1.02884,682
49.68153,0.74313,349
50.25077,3.92143,1816
43.82632,-0.55491,413
49.35571,6.1926,1823
48.97706,-1.54143,366
45.90384,5.97291,417
45.97794,5.60114,932
47.36602,4.99375,487
45.71559,4.39633,514
45.25565,5.01904,552
46.08834,3.44626,477
45.74909,6.58135,427
47.19904,-1.43012,1060
45.25915,1.14839,514
44.32264,0.78417,384
46.16039,5.41712,395
50.2183,3.47683,601
50.3172,3.43599,713
49.48777,2.24353,411
49.12657,5.42171,436
49.48982,5.80361,783
49.21916,6.19005,336
50.60826,2.99143,1825
48.01129,7.30084,418
48.79064,7.42144,390
49.65188,0.53715,345
48.90123,7.97968,646
49.19226,5.90914,388
50.25829,3.41695,772
43.38394,-1.30523,1152
50.42472,3.38657,830
48.66894,7.08582,444
47.86161,7.21553,378
48.93378,7.03709,437
48.15236,6.24975,361
50.44643,2.90481,1697
49.83766,3.31001,625
50.01954,4.79088,328
49.96129,3.17906,348
49.22436,6.61459,498
49.5066,0.19827,1326
49.00779,1.89389,642
49.61679,2.2229,343
49.5782,-1.64865,419
50.80414,1.82122,468
49.16717,0.78501,450
49.84958,2.66812,530
49.62311,4.96192,408
48.66168,6.36334,373
49.27836,3.06145,351
49.5102,1.88201,332
48.32754,-4.16133,599
50.53365,2.86726,438
49.04242,5.66102,338
49.98086,2.06447,387
49.75276,2.60647,450
48.55985,7.61464,559
48.60115,1.65137,740
49.18014,6.64702,769
50.88178,1.84338,509
50.58893,2.45825,455
50.27945,3.07423,404
48.94798,-1.26417,492
48.25434,-0.41795,347
49.05942,7.0353,741
49.74721,3.07301,1100
43.37452,-1.423,339
50.78628,3.12611,2069
50.71087,2.22629,552
50.61334,2.9656,906
49.99201,1.87649,540
50.50776,2.79416,970
48.68698,5.0854,350
50.47519,2.57458,1042
48.81557,7.79051,2867
49.24879,6.16374,1385
43.65893,-0.59172,1009
47.52497,7.47783,472
47.64923,7.15788,363
48.71492,7.33912,373
48.08983,6.47662,681
47.72975,7.41801,981
46.24988,6.47275,415
46.23457,6.45523,387
43.5717,-0.92975,559
50.30507,2.61012,375
47.94696,2.85054,371
48.02991,4.4286,332
47.34444,1.58244,331
47.40588,5.81226,470
47.15665,6.57137,357
48.77334,2.07393,2605
43.15567,-0.59524,424
47.86712,3.56341,604
48.91425,7.76302,387
48.04777,7.17595,419
47.92992,7.29492,369
48.90648,7.66096,887
48.9058,7.62915,525
44.636,-1.06815,2018
48.29688,-2.09503,341
45.04143,-0.18644,584
49.00948,1.7765,370
48.63418,-4.4091,641
49.90055,3.62801,1131
48.04974,-3.64491,736
49.6566,3.05127,618
47.82529,-1.8422,834
48.49045,-4.5743,384
48.29824,-1.72141,575
48.43411,-4.40197,1708
48.56259,-3.15289,1384
50.86708,1.87025,1065
45.46614,-0.24696,328
48.48819,-3.99782,428
48.66735,-3.7087,437
47.79731,-4.28462,824
47.80421,2.27609,370
48.04271,-2.40505,555
44.6595,6.64948,715
48.36464,2.10061,399
44.09032,6.85315,361
47.91096,-2.46651,498
44.93278,4.87372,1553
48.42702,-4.55978,1247
48.98881,-0.94358,439
49.43714,3.96755,687
48.47503,2.35451,457
48.63333,2.8,748
47.92092,-1.86298,749
48.55065,-3.96177,674
47.96813,-1.79576,1231
43.51199,-1.20403,407
49.00139,1.19305,724
48.57048,2.27134,382
47.75283,7.09253,511
49.25048,3.91024,555
49.84434,0.9619,339
46.60357,4.06286,1342
43.42419,-1.60901,539
49.02496,6.65865,444
50.35,3.15,1029
48.94388,1.73429,650
49.18821,6.6231,432
49.01116,1.63681,432
48.03044,-3.09196,564
48.85303,2.70495,571
48.5173,-3.58895,555
47.08703,3.20182,726
46.17185,1.87166,1834
46.10346,4.77275,497
47.89116,3.43915,334
48.82086,2.95969,673
47.32829,-2.42934,1873
47.90404,-2.12031,1157
49.10649,6.7988,369
47.51939,-1.95679,743
47.90731,-2.98032,526
48.0421,-4.2055,598
49.29945,6.20535,1254
50.9157,1.99752,438
48.06791,-3.20456,523
47.63043,-1.8327,1026
48.18869,7.39706,539
48.09504,-2.79588,352
47.89262,-2.64044,408
47.93788,-2.56491,741
47.87626,0.12928,762
47.91667,7.2,1632
48.00399,7.27552,425
50.61162,2.48895,525
48.91691,1.49101,367
48.14628,7.48745,413
50.59583,3.20777,510
46.67583,3.91059,377
49.04421,6.97239,337
43.10759,3.08651,833
49.6235,1.10552,458
49.8122,3.26817,443
45.78897,6.05648,538
46.39857,-1.30445,400
49.81895,0.89392,380
49.55466,0.48684,769
49.5088,-1.74262,381
48.98007,6.73923,354
41.87097,8.96403,747
48.78213,1.76169,413
49.06835,7.21914,500
44.4005,4.28916,375
47.72339,6.88566,326
49.04547,0.80273,333
48.98561,2.34736,1295
46.5405,-1.61504,534
49.15808,7.02413,854
48.15967,3.26345,511
44.81687,1.29527,362
47.63887,-3.4543,718
46.01008,6.16983,820
46.22213,5.60775,463
50.38444,1.61474,559
48.68538,2.66781,683
49.13177,2.05012,354
43.8292,1.29673,814
48.08311,2.82951,374
43.27329,6.52171,935
46.33096,6.11363,378
44.39508,4.92954,622
48.65412,2.39343,2301
45.60843,4.78976,1330
45.65122,6.37795,644
45.0831,0.53959,348
44.38788,-0.04382,494
44.41967,4.90785,553
48.63591,7.66923,492
48.50296,7.53027,622
48.03602,7.17299,405
48.7537,7.81403,775
46.25619,4.84856,615
49.88735,3.24376,386
48.31754,2.68848,535
47.60282,-0.68165,542
44.81789,-0.21615,373
45.74736,4.69037,963
47.87393,-0.52198,459
45.60339,-0.84217,367
49.67428,-1.80107,395
48.7412,2.73105,1289
45.59898,6.25358,489
45.72311,5.92522,847
48.96487,2.6735,436
48.53542,7.43251,553
45.65639,4.42101,413
43.40468,1.44846,434
43.75844,5.88351,659
47.56425,7.29953,343
49.14803,-0.2872,408
45.17869,5.71479,5800
48.18222,2.11077,364
48.49272,7.32239,509
50.44962,2.75168,1174
45.66347,5.08031,522
43.77706,-0.42968,725
43.77128,1.29282,1173
49.92208,1.14771,402
43.4331,5.54449,891
48.29058,-0.4824,331
47.43932,5.57252,490
49.32832,-0.47356,363
47.44575,5.59215,1253
49.0531,1.16962,916
43.85051,4.77361,841
49.11017,6.02963,376
50.98651,2.12807,1670
48.97415,3.96387,371
43.76688,1.98938,1665
49.0688,-1.48104,368
43.7236,1.43234,850
43.65783,6.92537,3178
46.21667,-0.48333,423
48.83792,-1.59714,1741
43.60862,5.0629,921
48.14517,6.79095,727
44.37632,0.46521,345
46.88186,6.31933,378
46.23881,5.49831,337
44.73255,4.92203,599
49.66547,1.94088,800
48.23905,6.65476,394
47.53929,6.971,810
45.86105,-1.23734,451
46.0378,4.47526,481
44.78391,3.63337,417
49.34065,4.87067,334
43.71667,4.16667,732
49.37218,2.65216,571
47.72387,-1.73265,676
50.99961,2.10784,1146
47.19763,5.90079,553
51.0154,2.29975,2219
49.35563,1.00647,1425
47.52674,6.82604,1065
47.75862,-2.84555,980
49.38333,-1.03333,638
49.55,0.58333,388
45.29415,0.47797,335
48.38494,5.48701,332
45.56619,4.44233,401
43.76233,5.5886,497
44.77942,1.72469,909
43.68066,3.09222,390
49.13936,-0.53046,463
49.74773,0.64048,476
49.01126,-0.27408,339
49.3476,1.36679,327
50.14711,3.10891,367
49.57544,0.33253,329
49.25,-1.2,378
43.68091,1.58461,585
44.77362,-0.61395,2275
48.55604,-3.1853,735
47.14371,1.84733,575
43.648,3.80144,1138
43.4812,1.43175,441
48.43207,7.48486,411
48.00633,-1.84667,836
46.19192,2.23889,547
50.05606,3.12351,522
50.31139,3.05657,527
50.37508,1.89876,361
50.00085,3.25556,373
49.35384,1.14912,415
46.97306,6.27666,348
49.03508,-0.30416,425
49.09611,-1.57908,604
48.85063,0.9914,354
49.18705,2.41439,1422
48.86007,2.69074,490
48.92014,1.76439,355
49.01367,2.46595,2525
48.77668,1.55541,401
45.8299,-0.01533,357
48.86223,2.58452,1135
49.49234,2.67496,361
49.48285,1.72471,1170
46.15,-0.05,356
48.01967,-4.26675,435
48.1395,-3.6077,1031
46.72814,-0.16751,448
46.64154,4.44619,433
44.73576,1.38071,1065
43.07092,0.57482,610
49.12725,0.76158,389
43.86297,5.2439,541
48.16948,-3.97276,468
46.36646,0.69046,338
48.45297,-4.46495,1164
47.91071,-4.11525,713
44.11458,0.92837,437
48.60413,-3.01898,568
44.21509,4.46631,468
48.22725,-3.17994,479
48.48539,3.29336,579
43.19062,-0.90203,327
48.7916,7.0019,342
48.24666,-1.46534,564
50.50622,2.58904,508
49.05236,6.00072,550
48.41161,-0.81287,803
46.41887,4.94522,354
47.10112,-1.30267,809
43.9129,5.19892,690
49.53487,5.68487,681
43.78678,7.44375,505
44.45,0.3,587
49.27996,-0.04073,356
49.38444,0.245,405
49.6395,0.22245,497
49.64039,-1.46474,431
50.56061,2.57277,692
43.32036,6.28929,878
48.98693,2.44892,2383
43.88499,0.23652,472
48.69373,5.96467,694
48.51366,5.51058,544
45.67116,-0.14952,337
50.54469,2.98378,921
45.34428,5.97896,665
49.55607,0.36839,376
50.27155,3.70625,662
49.08333,1.6,356
48.67837,2.13792,644
48.67219,2.12868,473
44.11389,0.85118,401
48.19764,6.43966,1353
49.42614,2.03621,504
50.31667,3.1,487
48.97778,7.3796,620
43.19872,-0.59236,353
48.95,7.76667,482
50.79399,2.64456,648
49.64566,0.36593,704
48.8322,2.3561,6202
45.01592,4.83861,368
49.12175,0.28135,441
48.85694,0.6011,347
48.22288,-3.39526,571
49.87758,2.39798,343
48.98468,1.01765,443
46.2235,1.9223,358
46.85999,-0.25154,333
47.72686,-2.13343,431
45.98916,4.69708,1363
45.47978,1.22573,412
49.71667,4.91667,431
49.60095,3.77428,378
48.95008,4.88755,329
46.78202,4.74262,891
46.67131,-1.88561,545
45.59063,4.76878,1965
49.721,4.9879,458
50.13796,4.82545,1257
49.07685,1.52998,346
50.3908,2.7732,670
48.282,3.24293,331
49.28178,1.7801,1620
43.76221,1.77556,481
48.36667,2.38333,401
44.58333,-0.08333,488
48.31113,5.93333,449
47.74272,6.82733,836
48.06121,2.71528,365
48.25918,6.43892,453
49.47162,2.81984,360
49.17076,5.91448,503
48.16283,6.31055,405
44.93191,2.51394,388
44.91088,0.42978,410
43.26824,2.87243,489
43.67088,5.84911,476
46.94219,3.0859,329
43.62638,0.8764,778
45.6362,-0.36966,398
45.29956,1.85092,374
49.2923,2.8788,355
46.53809,3.77976,339
45.65917,6.35096,762
47.16571,4.98079,353
45.39251,5.29413,466
47.0474,6.48257,527
48.91235,1.51475,343
43.84976,7.16346,526
44.16386,5.00497,351
46.66205,4.94539,328
43.39287,5.23586,1393
45.00487,1.45763,357
43.65207,3.55096,1033
43.50028,3.71167,919
48.68333,2.13333,2235
47.27847,1.66943,685
49.01451,-0.97778,358
45.17997,5.78935,1156
47.69332,2.63094,1841
47.98539,1.83816,579
46.32406,4.37771,371
49.18158,-0.28386,1009
45.80193,2.46761,435
51.05275,2.52642,812
42.01582,9.40507,864
45.12018,5.09246,332
46.33323,6.05766,1395
47.03972,5.44375,366
47.22614,4.96806,844
46.63659,5.50557,346
48.22129,-1.79141,835
48.72415,7.75188,708
47.07584,-1.24978,840
48.36928,-0.14624,346
47.80339,-3.44479,714
47.18179,-1.10917,724
49.82143,4.82926,486
48.35531,0.01896,406
45.82581,3.14473,1411
48.41086,7.46804,442
48.38215,7.70395,790
46.45,-0.41667,443
47.84479,2.2695,366
47.99512,3.78114,357
47.08333,3.03333,368
45.57309,-0.33739,346
49.11451,4.03105,328
46.87557,4.94527,723
43.05528,0.16698,498
48.49618,6.51075,553
48.14948,6.92136,331
48.07346,6.87787,1463
48.68115,-0.7885,454
43.25296,-0.05201,614
46.18904,5.55016,406
46.2565,5.61831,421
49.6118,2.9912,400
48.81294,2.3417,1839
45.62778,-0.31416,428
45.65054,-0.25287,598
44.80593,0.07264,426
47.19114,1.88638,401
46.10774,0.33699,333
46.02272,-0.78499,384
46.35189,1.99227,406
45.8529,0.57129,347
44.34993,3.95023,442
48.93333,2.3,2996
49.36977,0.27541,365
47.98938,-1.12457,403
47.8537,-0.60918,419
47.3401,-0.23149,674
47.25,6.11667,370
47.24203,5.22415,1076
45.08413,5.08133,645
46.0525,5.80209,444
44.8587,-0.25739,559
45.32565,1.16347,334
47.18333,1.1,569
49.08884,2.06799,351
47.32364,5.96982,441
44.08209,3.98296,386
45.17977,-0.54733,338
43.72834,4.34846,860
46.58119,4.23619,553
50.53122,3.21651,766
45.89681,4.84091,1002
45.73131,5.00211,1653
49.13333,1.75,333
45.79864,0.0258,387
45.56947,-0.6746,734
43.29751,5.62843,1102
47.47743,5.13628,407
43.98096,-0.6391,345
43.28319,-0.37117,889
45.76947,2.76309,468
48.4842,3.67304,390
48.51603,7.64825,1254
45.87148,-0.76545,361
43.6408,-0.37851,393
48.63264,1.77149,509
48.68409,3.80457,349
47.69447,-3.35362,416
48.91108,-1.35059,569
49.43244,6.28655,333
49.04531,1.08968,347
48.29954,-2.75386,359
45.04261,-0.39658,465
45.06803,-0.6134,439
44.07886,4.5785,438
49.03302,1.24209,433
49.82765,3.27371,1097
50.39593,2.3119,426
43.75951,7.17574,890
49.6866,-1.28459,352
48.54352,1.28738,449
48.46973,1.53843,502
48.62933,3.02012,368
43.22882,6.58549,791
49.09184,1.60336,810
48.56667,1.66667,374
43.98333,4.31667,343
43.7682,4.42849,924
46.2081,4.84199,364
48.70489,1.33706,467
46.63371,3.66293,398
43.56079,-0.27182,515
48.60159,-3.75735,438
43.20868,-0.90575,348
43.71076,1.56036,477
48.96791,2.39781,2908
48.98802,1.81176,1215
43.90196,5.35814,819
43.75733,1.4677,352
43.97861,1.06791,339
43.32833,6.04616,1057
48.91116,1.43836,622
48.95587,1.26523,333
43.39073,1.68406,486
44.83629,0.33259,564
43.45491,5.46913,2118
47.04786,3.09625,908
48.84226,2.18232,2004
49.09907,-0.28961,334
45.62642,0.26265,573
48.82271,1.75512,711
44.55858,6.07868,3011
46.09987,3.19842,1137
43.93419,3.70797,921
49.27133,6.12536,729
49.09378,3.18435,371
42.94694,1.56292,384
43.22852,-0.38713,1068
48.69209,7.88286,929
48.77351,1.67196,678
43.73323,-0.87379,449
49.98615,1.55624,816
48.79657,1.79414,483
48.52622,1.69307,877
44.99138,-0.27234,752
47.70592,7.22428,354
43.77139,4.02194,351
43.22167,0.40782,422
43.8968,4.21452,381
49.51845,0.26164,716
49.16104,1.34016,1203
49.03333,1.9,374
49.65371,1.61547,563
46.1853,6.20693,1573
45.32506,-0.95512,666
43.25472,1.47118,488
43.9016,1.89686,1635
48.29762,-1.51954,460
48.88333,2.53333,2845
44.30653,4.12871,460
43.6999,1.37535,624
48.13264,-2.22185,562
48.79344,0.29624,677
43.51292,3.27245,399
43.35989,-0.20845,357
43.98583,0.01072,575
48.32582,0.08031,457
43.45578,5.56149,1290
47.14372,2.42953,648
42.65847,9.41446,959
48.61129,7.561,475
44.49898,0.96725,1111
49.99132,4.70771,993
48.93816,2.93655,487
50.51501,2.13292,779
43.51482,1.32523,1167
48.75994,6.13036,1229
47.62078,6.18831,517
47.65521,6.55294,335
47.24451,-1.93557,723
45.64487,5.19701,627
43.84033,1.38852,966
43.44775,3.75524,2173
45.63335,6.31168,606
46.25276,-0.53833,764
46.55248,5.2923,386
45.92561,4.61816,429
44.73816,-0.16261,387
44.92402,-0.27226,467
48.29756,5.14586,595
47.86391,-0.66698,408
46.15912,1.39787,342
